ID,Gene,gene_length,Transcript count,weights
cg27500214,PARD3,705765,14,0.042674331285834
cg10280299,FZD8,3185,1,0.3550613815134034
cg06755955,FZD8,3185,1,0.505712628819887
cg12914362,FZD8,3185,1,0.5513990865470503
cg00645593,FZD8,3185,1,0.5069922276537437
cg18768157,FZD8,3185,1,0.4971920928313594
cg15143799,ZNF248,55283,7,0.5560297068966039
cg17187559,ZNF248,55283,7,0.479584826474256
cg15531788,ZNF248,55283,7,0.4524504907512396
cg16532893,ZNF248,55283,7,0.2812978729097541
cg04308323,ZNF248,55283,7,0.3205608247733524
cg25005433,ZNF248,55283,7,0.7594414335323731
cg19137606,ZNF248,55283,7,0.6398235659206073
cg23510153,ZNF248,55283,7,0.7056533597267106
cg07640605,ZNF248,55283,7,0.6934436317074587
cg16974379,ZNF248,55283,7,0.695380636470115
cg24363811,ZNF248,55283,7,0.6860597155559964
cg08876479,ZNF248,55283,7,0.6841831163386499
cg05621401,RET,53324,4,0.4905666889874776
cg17339505,RET,53324,4,0.269233381684817
cg04402875,RET,53324,4,0.3780001307339388
cg26488837,CSGALNACT2,46822,2,0.7897835671079426
cg17665608,CSGALNACT2,46822,2,0.5486190932941867
cg07635432,CSGALNACT2,46822,2,0.3459467970234436
cg27591196,CSGALNACT2,46822,2,0.7664453050622957
cg15275427,CSGALNACT2,46822,2,0.6780975587865843
cg09886360,CSGALNACT2,46822,2,0.7330532529088832
cg18435900,ZNF485,11496,5,0.3787157680072169
cg25798771,ZNF485,11496,5,0.437478743590467
cg15248304,ZNF485,11496,5,0.5128391333528202
cg12297409,ZNF485,11496,5,0.3422295197282435
cg04284122,ZNF485,11496,5,0.2984318633595338
cg03696346,ZNF485,11496,5,0.5172827921206153
cg23633666,ZNF485,11496,5,0.6554979450751477
cg05884649,ZNF32,4997,3,0.683069690184379
cg26649005,ZNF32,4997,3,0.2839970815436545
cg06694283,ZNF32,4997,3,0.3510897175100371
cg17895310,ZNF32,4997,3,0.3647828663664386
cg10652956,ZNF32,4997,3,0.3786183763940691
cg19684392,ZNF32,4997,3,0.5213667011235338
cg05540413,ZNF32,4997,3,0.5219888342254958
cg07352001,ZNF32,4997,3,0.5436892009969074
cg11681126,ZNF32,4997,3,0.6131167318683267
cg14218343,ZNF32,4997,3,0.6759217731688574
cg17759322,RASSF4,36484,14,0.4224287852594232
cg12126991,RASSF4,36484,14,0.3032432975193018
cg19566764,RASSF4,36484,14,0.5420060617249416
cg02841844,RASSF4,36484,14,0.6570890411553824
cg17324128,RASSF4,36484,14,0.5287333043966903
cg15078013,C10orf25,3190,1,0.7182033431156387
cg15078013,ZNF22,4851,1,0.7182033431156387
cg23456144,C10orf25,3190,1,0.6847668709705607
cg23456144,ZNF22,4851,1,0.6847668709705607
cg24374159,C10orf25,3190,1,0.3574078306758492
cg19188595,C10orf25,3190,1,0.4070070201063139
cg14260521,C10orf25,3190,1,0.3410125870861176
cg05026102,ALOX5,71900,7,0.4540288105426893
cg18809289,ALOX5,71900,7,0.5827546471335732
cg06935264,ALOX5,71900,7,0.588209445888137
cg19021328,ALOX5,71900,7,0.6046955768464667
cg19517653,ALOX5,71900,7,0.454476432775812
cg03501777,ALOX5,71900,7,0.1021944440871791
cg16641818,ALOX5,71900,7,0.1646119986470207
cg03790325,MARCH8,140319,8,0.3668263068961843
cg13806670,MARCH8,140319,8,0.3632532404495688
cg26560794,MARCH8,140319,8,0.5218355681717755
cg13618939,MARCH8,140319,8,0.579039112350978
cg18543772,MARCH8,140319,8,0.6059124811958904
cg14281210,MARCH8,140319,8,0.6713790924162267
cg02702510,MARCH8,140319,8,0.6834472457791202
cg18980469,MARCH8,140319,8,0.5631657497180748
cg26476156,MARCH8,140319,8,0.4723732875822888
cg09778229,ZNF488,18842,9,0.3675407924219849
cg10688514,ZNF488,18842,9,0.3937708651376848
cg20036869,ZNF488,18842,9,0.2737130606036472
cg27067269,ZNF488,18842,9,0.271618580748021
cg21100958,ZNF488,18842,9,0.3886633960664474
cg10865849,ZNF488,18842,9,0.4120597571945666
cg10211252,ZNF488,18842,9,0.5944042882296402
cg18875351,ARHGAP22,210233,15,0.4590960297011675
cg27657429,ARHGAP22,210233,15,0.5696392113239288
cg23901444,ARHGAP22,210233,15,0.7040543255643319
cg16803791,ARHGAP22,210233,15,0.636648765550815
cg25290938,ARHGAP22,210233,15,0.5872751660817106
cg12471811,ARHGAP22,210233,15,0.6042299187706225
cg20506783,ARHGAP22,210233,15,0.5704960719932223
cg15490694,ERCC6,84170,6,0.5888744628239839
cg15490694,ERCC6-PGBD3,24337,2,0.5888744628239839
cg12590548,ERCC6,84170,6,0.5543726635202555
cg12590548,ERCC6-PGBD3,24337,2,0.5543726635202555
cg22788080,ERCC6,84170,6,0.5785410785514825
cg22788080,ERCC6-PGBD3,24337,2,0.5785410785514825
cg17881958,ERCC6,84170,6,0.6621539741568149
cg17881958,ERCC6-PGBD3,24337,2,0.6621539741568149
cg27540823,ERCC6,84170,6,0.8211138479182708
cg16161657,ERCC6,84170,6,0.7733494880999088
cg16172814,OGDHL,27736,6,0.5147302955875896
cg02981731,OGDHL,27736,6,0.4513842724288409
cg22635008,OGDHL,27736,6,0.2650443130220611
cg11576834,OGDHL,27736,6,0.3026112812990332
cg06222851,OGDHL,27736,6,0.3521164939241712
cg12503575,OGDHL,27736,6,0.3702932310146073
cg11153529,OGDHL,27736,6,0.5049570726147165
cg00683156,OGDHL,27736,6,0.6829040525431458
cg19185142,OGDHL,27736,6,0.7088148207212467
cg09647147,OGDHL,27736,6,0.71923709318029
cg13787987,OGDHL,27736,6,0.7050464480091244
cg15032638,NCOA4,25626,10,0.7135971955611229
cg06682402,NCOA4,25626,10,0.4367380597619432
cg03236180,SGMS1,319563,9,0.6001105362417517
cg10584042,SGMS1,319563,9,0.5867333825179044
cg12693634,SGMS1,319563,9,0.6828326444576951
cg03658471,SGMS1,319563,9,0.3625057801010644
cg18776286,SGMS1,319563,9,0.4004452320458497
cg18316445,SGMS1,319563,9,0.3581615675400857
cg27380599,PRKG1,1307165,5,0.3932323644733351
cg04327529,PRKG1,1307165,5,0.4756941005497045
cg20416031,PRKG1,1307165,5,0.5748939847889799
cg14731413,PRKG1,1307165,5,0.6345283805658818
cg23828595,PRKG1,1307165,5,0.7438350354399685
cg04884011,PRKG1,1307165,5,0.2807029086461121
cg06712026,CSTF2T,4108,1,0.7231012707986113
cg09856206,CSTF2T,4108,1,0.7712589760656965
cg07805967,CSTF2T,4108,1,0.7623132671822812
cg11371933,CSTF2T,4108,1,0.7625865548878128
cg12402038,CSTF2T,4108,1,0.7522998146338534
cg07947549,CSTF2T,4108,1,0.759084016025501
cg11212172,CSTF2T,4108,1,0.8151681301232829
cg18690395,CSTF2T,4108,1,0.7313878361523412
cg20114739,CSTF2T,4108,1,0.6097626496823652
cg18823846,CSTF2T,4108,1,0.604937117303319
cg08839081,CSTF2T,4108,1,0.7336393944475273
cg09445939,DKK1,3746,4,0.6410237360673576
cg07684796,DKK1,3746,4,0.6789759862214352
cg27591349,DKK1,3746,4,0.6389308197510318
cg18956393,DKK1,3746,4,0.7403952883782904
cg04932230,DKK1,3746,4,0.6026827657409382
cg11931116,DKK1,3746,4,0.6355018747386424
cg03808835,PCDH15,1825171,23,0.7366718044724402
cg20588045,PCDH15,1825171,23,0.5369915227334918
cg25592910,PCDH15,1825171,23,0.4806246845355241
cg02613108,PCDH15,1825171,23,0.4954764314500874
cg21206959,ZWINT,4047,9,0.7261900821430264
cg14993200,ZWINT,4047,9,0.7489800042801182
cg12758503,ZWINT,4047,9,0.7478320921242271
cg18534872,ZWINT,4047,9,0.7057603780739234
cg02286335,ZWINT,4047,9,0.6637559254921467
cg06313381,ZWINT,4047,9,0.5482987462210377
cg18242377,ZWINT,4047,9,0.7710339058837776
cg14642833,ZWINT,4047,9,0.7459258672230319
cg23210424,UBE2D1,35778,3,0.5914886619134481
cg16385225,UBE2D1,35778,3,0.6783894716638926
cg25835306,UBE2D1,35778,3,0.3192324626591487
cg09134154,UBE2D1,35778,3,0.320439436989846
cg06077733,UBE2D1,35778,3,0.3748893523518813
cg23797839,UBE2D1,35778,3,0.3686524380582937
cg14271908,TFAM,14199,4,0.7798397453640795
cg17133967,TFAM,14199,4,0.5512964157195132
cg14243323,TFAM,14199,4,0.4981171419760434
cg10295800,TFAM,14199,4,0.5229541196739833
cg03941040,TFAM,14199,4,0.4904895516843864
cg15233114,TFAM,14199,4,0.4698332332993153
cg03859893,TFAM,14199,4,0.495031322367783
cg07062043,PHYHIPL,71184,5,0.7412384085807251
cg25946758,PHYHIPL,71184,5,0.6581540921479108
cg23400208,PHYHIPL,71184,5,0.6633922021863699
cg18839609,PHYHIPL,71184,5,0.6304496022380288
cg02662277,PHYHIPL,71184,5,0.5245921646804118
cg26014391,PHYHIPL,71184,5,0.5828947102925837
cg13686115,PHYHIPL,71184,5,0.6788384467467538
cg23712342,PHYHIPL,71184,5,0.6302383142593138
cg24563570,PHYHIPL,71184,5,0.6483578358444604
cg00455439,FAM13C,117049,20,0.6417357059625717
cg11326968,FAM13C,117049,20,0.607577614867742
cg10109876,FAM13C,117049,20,0.6209562556893028
cg06987616,FAM13C,117049,20,0.6081340442171872
cg11208259,FAM13C,117049,20,0.593068190894691
cg22639768,FAM13C,117049,20,0.6386319525459943
cg14339664,FAM13C,117049,20,0.6645521701589474
cg20534997,FAM13C,117049,20,0.5693919923896588
cg27346088,SLC16A9,85237,3,0.4914915922550069
cg16430909,SLC16A9,85237,3,0.5187181918225289
cg20156450,SLC16A9,85237,3,0.5425454230426717
cg10845249,SLC16A9,85237,3,0.6011124188669817
cg02243437,SLC16A9,85237,3,0.3408368623511646
cg12583927,SLC16A9,85237,3,0.4325879681933482
cg20193173,SLC16A9,85237,3,0.3963281624796823
cg07410075,CCDC6,117893,3,0.464366232173487
cg08096168,CCDC6,117893,3,0.6310055325203653
cg15984822,CCDC6,117893,3,0.4687223054131078
cg10515953,CCDC6,117893,3,0.4644708992230272
cg25228510,CDK1,16521,8,0.6805413383061335
cg13554667,CDK1,16521,8,0.6645671978115724
cg20353480,CDK1,16521,8,0.7883795188853234
cg17327186,CDK1,16521,8,0.7866774391218531
cg01394540,CDK1,16521,8,0.777932693321786
cg15172601,CDK1,16521,8,0.7377029957176325
cg27457323,CDK1,16521,8,0.7252830733288878
cg13954297,CDK1,16521,8,0.6060680677031459
cg06793798,CDK1,16521,8,0.6438818391422566
cg13227473,CDK1,16521,8,0.6068063916408257
cg04271103,CDK1,16521,8,0.5886012161513325
cg14922279,CDK1,16521,8,0.6748175095600899
cg25233569,RHOBTB1,132002,6,0.4017495692264921
cg23901063,RHOBTB1,132002,6,0.4951498003512405
cg04534504,RHOBTB1,132002,6,0.589772858865851
cg09062323,RHOBTB1,132002,6,0.5994903194727066
cg19301658,RHOBTB1,132002,6,0.6577901740369557
cg08598296,RHOBTB1,132002,6,0.6005558280974597
cg17339484,RHOBTB1,132002,6,0.6758030102696384
cg20585645,RHOBTB1,132002,6,0.6663782837208967
cg11650479,RHOBTB1,132002,6,0.6164952249155269
cg06062519,ARID5B,195644,2,0.7791941550890831
cg16253809,ARID5B,195644,2,0.6964125341719078
cg19238103,ARID5B,195644,2,0.7477992566757115
cg10708548,ARID5B,195644,2,0.7885353903140164
cg24887381,ARID5B,195644,2,0.7209304714778865
cg16139770,ARID5B,195644,2,0.6176827916007431
cg05882781,ARID5B,195644,2,0.7902649961534741
cg19640130,RTKN2,85672,4,0.6705519812229596
cg26904787,RTKN2,85672,4,0.4887471557715419
cg04044502,RTKN2,85672,4,0.4609615895903928
cg16196077,RTKN2,85672,4,0.3755450754821231
cg07886691,RTKN2,85672,4,0.3719290726537041
cg18212055,RTKN2,85672,4,0.5821721273265715
cg25226572,ADO,3722,1,0.6752235171759474
cg24810637,ADO,3722,1,0.6243911211729991
cg09164955,ADO,3722,1,0.6911021735085671
cg12662530,ADO,3722,1,0.6975119029810462
cg12452010,ADO,3722,1,0.7541889820093596
cg12361155,ADO,3722,1,0.696179807068851
cg14943953,ADO,3722,1,0.6731081025682641
cg12881037,ADO,3722,1,0.5610831094600969
cg23680936,ADO,3722,1,0.336302674957448
cg21538902,ADO,3722,1,0.6200564674759562
cg19355190,EGR2,107904,4,0.5292818058521488
cg09341008,EGR2,107904,4,0.8013599227946406
cg21264207,EGR2,107904,4,0.7289099733556621
cg12476490,EGR2,107904,4,0.5967119615390484
cg22746256,EGR2,107904,4,0.6091818666300665
cg15384821,EGR2,107904,4,0.6952051607883996
cg17986264,EGR2,107904,4,0.6412526030293058
cg06190380,EGR2,107904,4,0.6636081242831211
cg02209504,EGR2,107904,4,0.415174105566342
cg19402405,EGR2,107904,4,0.5872244382249492
cg25685775,NRBF2,21733,2,0.5818630477560214
cg05393736,NRBF2,21733,2,0.1055452384945867
cg13216112,NRBF2,21733,2,0.1964971278521189
cg23221090,NRBF2,21733,2,0.1652679201806202
cg03216823,NRBF2,21733,2,0.7422628238080677
cg10234776,NRBF2,21733,2,0.7646362244696653
cg20563098,NRBF2,21733,2,0.7945063842175011
cg09041916,NRBF2,21733,2,0.7403971245003594
cg15825287,NRBF2,21733,2,0.7170862651203145
cg05716599,NRBF2,21733,2,0.7400926257030181
cg14220394,NRBF2,21733,2,0.5561499716727728
cg11467732,JMJD1C,298741,11,0.5184141266639369
cg10235275,JMJD1C,298741,11,0.6105730562247697
cg27430682,JMJD1C,298741,11,0.6162938817750341
cg01667332,JMJD1C,298741,11,0.6691928537007604
cg08222002,JMJD1C,298741,11,0.6798709214895243
cg19955118,JMJD1C,298741,11,0.7627932211663484
cg09455274,LRRTM3,173824,3,0.2284189254939813
cg01207912,LRRTM3,173824,3,0.7197987086383877
cg12236045,LRRTM3,173824,3,0.7895836768246798
cg07309124,LRRTM3,173824,3,0.8092239217014888
cg25280706,LRRTM3,173824,3,0.8107123095632629
cg10705386,SIRT1,33720,6,0.4322398610969601
cg07832903,SIRT1,33720,6,0.4826551722484097
cg19980381,SIRT1,33720,6,0.7214688078413866
cg03211233,SIRT1,33720,6,0.6746373442965777
cg00972288,SIRT1,33720,6,0.2180696225109104
cg02720207,SIRT1,33720,6,0.2364870178594899
cg19681528,SIRT1,33720,6,0.2664450705801245
cg25513531,SIRT1,33720,6,0.2137271533627849
cg10582690,SIRT1,33720,6,0.2642287223867305
cg07539450,HERC4,153440,16,0.4364042252759328
cg00351681,HERC4,153440,16,0.4172882226720501
cg13848773,HERC4,153440,16,0.1161849449418881
cg14115163,HERC4,153440,16,0.3684470865289994
cg12578567,HERC4,153440,16,0.4327985515054715
cg15272417,HERC4,153440,16,0.4594781861536946
cg10732920,HERC4,153440,16,0.7716645612436618
cg03652343,HERC4,153440,16,0.7478766927484524
cg17193066,HERC4,153440,16,0.7954977983472963
cg00777652,HERC4,153440,16,0.7864618853192433
cg05321656,ATOH7,1485,1,0.5688785610254387
cg00873937,ATOH7,1485,1,0.7514089010664181
cg04948911,HNRNPH3,12017,12,0.5040445039979969
cg15342384,HNRNPH3,12017,12,0.5774511319823843
cg22370633,HNRNPH3,12017,12,0.6003733430618449
cg22370633,PBLD,50389,8,0.6003733430618449
cg04071427,HNRNPH3,12017,12,0.7300118924730288
cg20700904,HNRNPH3,12017,12,0.6762183000289663
cg20053981,HNRNPH3,12017,12,0.6894879469468387
cg09641919,HNRNPH3,12017,12,0.7633982845947604
cg15420141,HNRNPH3,12017,12,0.7028090851401482
cg15123670,HNRNPH3,12017,12,0.753463037229764
cg09761351,PBLD,50389,8,0.5430225268897388
cg26097210,PBLD,50389,8,0.6906030013493926
cg18366150,PBLD,50389,8,0.7012334391750514
cg27421308,PBLD,50389,8,0.7674913577284438
cg02779948,PBLD,50389,8,0.7771416721646265
cg10640731,PBLD,50389,8,0.7759661670521842
cg18022926,PBLD,50389,8,0.7254536716269706
cg03383873,RUFY2,66187,13,0.2524245494012192
cg14256386,RUFY2,66187,13,0.2620235648024748
cg24751538,RUFY2,66187,13,0.2168618203909796
cg09558961,RUFY2,66187,13,0.4352357382341236
cg00855501,RUFY2,66187,13,0.5972252453240913
cg13658263,RUFY2,66187,13,0.631338762524576
cg09660632,RUFY2,66187,13,0.2825422465848893
cg08266923,RUFY2,66187,13,0.2290336115689015
cg06032048,DNA2,58058,8,0.724191562533322
cg13484341,DNA2,58058,8,0.5546644794664509
cg24118715,DNA2,58058,8,0.3579263673586578
cg04451703,DNA2,58058,8,0.7004514226453171
cg17458101,DNA2,58058,8,0.5463505795934159
cg12416067,DNA2,58058,8,0.6255874823687573
cg12580870,CCAR1,71365,18,0.7542863606342711
cg03153178,CCAR1,71365,18,0.7089293353943974
cg00588577,CCAR1,71365,18,0.5058449873216222
cg12323980,CCAR1,71365,18,0.5817622309025688
cg12823012,CCAR1,71365,18,0.6171823768887976
cg09933375,CCAR1,71365,18,0.6530752319862703
cg15947099,CCAR1,71365,18,0.480165088439102
cg20688967,STOX1,67890,5,0.5337864309460755
cg00280548,STOX1,67890,5,0.5558535718106999
cg00042335,STOX1,67890,5,0.4611973465588241
cg13042488,STOX1,67890,5,0.4657185923720791
cg18359952,STOX1,67890,5,0.4903789756130433
cg14150280,DDX50,45569,5,0.6530819667924057
cg27008222,DDX50,45569,5,0.5679378092331662
cg24922399,DDX50,45569,5,0.5504595750998668
cg22816171,DDX50,45569,5,0.7283318972888956
cg19391892,DDX50,45569,5,0.7419318507556397
cg04646451,DDX50,45569,5,0.6851130430506319
cg07203258,DDX50,45569,5,0.7731244775306866
cg14064124,DDX50,45569,5,0.7672285384341426
cg02550110,DDX50,45569,5,0.7640014484503819
cg24012157,DDX50,45569,5,0.5843224376572704
cg03780078,DDX21,28945,1,0.77652705981297
cg00101693,DDX21,28945,1,0.8209898070714021
cg19312157,DDX21,28945,1,0.707422191397218
cg08828868,DDX21,28945,1,0.800405804207451
cg17741291,DDX21,28945,1,0.8177700598958112
cg13607473,DDX21,28945,1,0.6857668903100608
cg00070814,DDX21,28945,1,0.648735480663645
cg19047180,KIAA1279,28251,2,0.799308502754297
cg26082690,KIAA1279,28251,2,0.8159258060427507
cg18947032,KIAA1279,28251,2,0.7780969291703276
cg05483617,KIAA1279,28251,2,0.7173554882918989
cg22692790,KIAA1279,28251,2,0.770821005707201
cg10822447,KIAA1279,28251,2,0.7603903591487694
cg08928321,KIAA1279,28251,2,0.7265979759163405
cg04241725,KIAA1279,28251,2,0.6512973706732311
cg15558658,KIAA1279,28251,2,0.6795014340565954
cg10480513,KIAA1279,28251,2,0.523750472209078
cg27208307,SRGN,16705,2,0.6305026120878875
cg13445486,SRGN,16705,2,0.6245559387817656
cg17342283,SRGN,16705,2,0.6127777377453215
cg07815385,VPS26A,49349,11,0.6735361536034296
cg04362027,VPS26A,49349,11,0.6035800635305153
cg04615147,VPS26A,49349,11,0.668086810958598
cg11420031,VPS26A,49349,11,0.7468664988932534
cg23345864,VPS26A,49349,11,0.6710646750597671
cg02393810,VPS26A,49349,11,0.6612308970919379
cg06726474,VPS26A,49349,11,0.5318031904014013
cg01071279,SUPV3L1,28867,7,0.8204922099777214
cg09864156,SUPV3L1,28867,7,0.6843926928250499
cg18234089,SUPV3L1,28867,7,0.7317743933929095
cg22888269,SUPV3L1,28867,7,0.7383245437600257
cg14143907,SUPV3L1,28867,7,0.7150711194837908
cg14817024,SUPV3L1,28867,7,0.6197455884089488
cg13409216,SUPV3L1,28867,7,0.6356481800681274
cg06376599,SUPV3L1,28867,7,0.5914032338575206
cg01437577,SUPV3L1,28867,7,0.6410887781917419
cg08286554,SUPV3L1,28867,7,0.5480371872496062
cg14997715,SUPV3L1,28867,7,0.4930840191189331
cg26465120,TSPAN15,56196,8,0.4645723050627166
cg01566955,TSPAN15,56196,8,0.6403176542379747
cg08831594,TSPAN15,56196,8,0.6184393977650267
cg25141064,TSPAN15,56196,8,0.4893739678304381
cg13358349,TSPAN15,56196,8,0.376771367989681
cg12712771,TSPAN15,56196,8,0.3242434211512809
cg23620639,COL13A1,162387,22,0.6677162366130572
cg04829993,COL13A1,162387,22,0.6081900008252467
cg26770870,COL13A1,162387,22,0.5398672656633563
cg08944476,COL13A1,162387,22,0.5333026358987323
cg03337507,COL13A1,162387,22,0.5539884281348384
cg07441845,COL13A1,162387,22,0.6699639148724543
cg12106945,COL13A1,162387,22,0.6850045628956274
cg13652445,COL13A1,162387,22,0.7723409682714308
cg06735579,COL13A1,162387,22,0.7114701424470036
cg06759405,COL13A1,162387,22,0.724805823101329
cg14165614,H2AFY2,59484,2,0.5832285902066919
cg20336571,H2AFY2,59484,2,0.3863432097450876
cg22737985,H2AFY2,59484,2,0.7487210373443532
cg06332111,H2AFY2,59484,2,0.710651152880207
cg04539203,H2AFY2,59484,2,0.6996564561785156
cg17558573,H2AFY2,59484,2,0.7115550961092395
cg17163751,H2AFY2,59484,2,0.5750426214769256
cg26166804,H2AFY2,59484,2,0.5794261362250307
cg14617642,H2AFY2,59484,2,0.4466225408084511
cg09930496,H2AFY2,59484,2,0.5796134411348349
cg02308884,AIFM2,34711,3,0.5603066960105068
cg03087610,AIFM2,34711,3,0.5876006558642313
cg01240734,AIFM2,34711,3,0.4077199421660817
cg26699283,AIFM2,34711,3,0.6433972606271546
cg20241658,AIFM2,34711,3,0.5904176292794695
cg02100629,AIFM2,34711,3,0.6109528514557112
cg17446739,AIFM2,34711,3,0.6276738167831524
cg01322555,AIFM2,34711,3,0.5977944649983159
cg04859918,AIFM2,34711,3,0.3444341598461723
cg18815006,TYSND1,8695,4,0.7608859286832125
cg10979742,TYSND1,8695,4,0.7431009122866165
cg12463100,TYSND1,8695,4,0.7287880986238805
cg27249304,TYSND1,8695,4,0.6271808975442079
cg23328778,TYSND1,8695,4,0.635459813927304
cg25086512,TYSND1,8695,4,0.6180944562641041
cg18840567,TYSND1,8695,4,0.7177162613390006
cg05064937,TYSND1,8695,4,0.7510871145538329
cg00377169,TYSND1,8695,4,0.4512340990383581
cg09483247,TYSND1,8695,4,0.5706151456051447
cg16018152,SAR1A,23234,9,0.5927618809775824
cg12635664,SAR1A,23234,9,0.6536137074895628
cg24969672,PPA1,31081,6,0.3675266803159903
cg13971260,PPA1,31081,6,0.3092861051719339
cg08345776,PPA1,31081,6,0.377524658093866
cg18766077,PPA1,31081,6,0.3178824531350627
cg24541279,PPA1,31081,6,0.4971528753840247
cg02358630,PPA1,31081,6,0.729855567729004
cg06091119,PPA1,31081,6,0.6238745781268639
cg15097876,PPA1,31081,6,0.794156282335847
cg16765897,EIF4EBP2,24239,1,0.5962796887823429
cg12230010,EIF4EBP2,24239,1,0.7271369347926304
cg18572653,NODAL,15636,2,0.3753136988851401
cg15909933,NODAL,15636,2,0.6821712043964833
cg12523878,PALD1,89628,1,0.2071869247486901
cg06629767,PALD1,89628,1,0.3454431081221677
cg19730092,ADAMTS14,89638,2,0.3455345314163928
cg18968090,ADAMTS14,89638,2,0.4580187559391259
cg18679544,ADAMTS14,89638,2,0.4485033307140608
cg10445453,ADAMTS14,89638,2,0.5559033207168946
cg24427089,ADAMTS14,89638,2,0.5367818011601011
cg02503850,ADAMTS14,89638,2,0.5788913546426944
cg09378339,SLC29A3,44127,3,0.0781818745959666
cg19241744,SLC29A3,44127,3,0.3889089209538935
cg23634459,SLC29A3,44127,3,0.6214885493454806
cg22704915,SLC29A3,44127,3,0.3884016255091594
cg01478450,SLC29A3,44127,3,0.4578568329154149
cg11342130,PSAP,35071,4,0.3922271189379497
cg24883276,PSAP,35071,4,0.4753832626588368
cg14767877,PSAP,35071,4,0.440086162515282
cg25430995,PSAP,35071,4,0.5617984104519308
cg09661010,SPOCK2,29997,9,0.6781241848606001
cg10983208,SPOCK2,29997,9,0.5873609768390922
cg26435178,SPOCK2,29997,9,0.6234192386313447
cg10856045,SPOCK2,29997,9,0.588586402735766
cg09662431,ANAPC16,19831,3,0.5182543662598555
cg09662431,ASCC1,120614,20,0.5182543662598555
cg03155724,ANAPC16,19831,3,0.7301880280045263
cg20841337,ANAPC16,19831,3,0.5257563638978751
cg20841337,ASCC1,120614,20,0.5257563638978751
cg06105085,ASCC1,120614,20,0.4730627693775903
cg18605441,DDIT4,2116,3,0.6630186014564202
cg27106233,DDIT4,2116,3,0.738348109883744
cg07471565,DDIT4,2116,3,0.6255544482469418
cg22068473,DDIT4,2116,3,0.5579273299597026
cg25914663,DDIT4,2116,3,0.5131605531212694
cg13467950,DDIT4,2116,3,0.4532230920599246
cg25701781,DDIT4,2116,3,0.4653785104427618
cg06906682,DDIT4,2116,3,0.5127214706763282
cg10703496,DDIT4,2116,3,0.4338211547136549
cg01452506,DNAJB12,22400,6,0.4985185605925484
cg03761560,DNAJB12,22400,6,0.7027252214369002
cg24272309,DNAJB12,22400,6,0.7491830918301297
cg01701415,NUDT13,21369,7,0.7545215028695739
cg13745964,ECD,38900,8,0.7759649911663963
cg22981519,ECD,38900,8,0.7700045806265752
cg15213114,ECD,38900,8,0.7259427214854149
cg04167018,ECD,38900,8,0.703728024879063
cg21416602,ECD,38900,8,0.5287222940937195
cg25138168,ECD,38900,8,0.6236287121650524
cg04749667,ECD,38900,8,0.5284227682042191
cg16124546,ECD,38900,8,0.4451331736879132
cg12276298,ECD,38900,8,0.5923982394061129
cg11829033,ECD,38900,8,0.524344434704203
cg08879241,ECD,38900,8,0.2738047268046239
cg03701779,ECD,38900,8,0.2354067307876047
cg12020983,MRPS16,5941,6,0.6577630636516918
cg16419498,MRPS16,5941,6,0.6829690281686704
cg02160826,MRPS16,5941,6,0.6778659036252965
cg25111781,MRPS16,5941,6,0.6300825425137605
cg07995365,MRPS16,5941,6,0.6253320707367608
cg15686776,MRPS16,5941,6,0.781485545560534
cg03579942,MRPS16,5941,6,0.6544369016255197
cg10898837,MRPS16,5941,6,0.5969921537997541
cg11469325,MRPS16,5941,6,0.7225686117293892
cg03576467,MRPS16,5941,6,0.7636894837979598
cg23326675,TTC18,105100,9,0.7357460430983022
cg16443455,TTC18,105100,9,0.6372141152797254
cg11289368,TTC18,105100,9,0.7542412467185536
cg04733302,TTC18,105100,9,0.7382946149218547
cg23167087,TTC18,105100,9,0.456554785809174
cg09994017,TTC18,105100,9,0.7255466176989765
cg25509428,TTC18,105100,9,0.7577192290557053
cg13323474,TTC18,105100,9,0.7945717007853834
cg00450475,TTC18,105100,9,0.6865284687692594
cg26957173,ANXA7,38975,6,0.2476104729086812
cg27090985,ANXA7,38975,6,0.2949103778367456
cg06731162,ANXA7,38975,6,0.4972494624757536
cg15844154,ANXA7,38975,6,0.6336293490321717
cg02047359,ANXA7,38975,6,0.7098954294023366
cg03574360,ANXA7,38975,6,0.7173901371632628
cg16108132,ANXA7,38975,6,0.6941729996455677
cg01289902,ANXA7,38975,6,0.7471560890682248
cg05664664,ANXA7,38975,6,0.4610839591985719
cg23319546,ANXA7,38975,6,0.3793263290022418
cg05626242,PPP3CB,59596,9,0.3144393108608993
cg12128893,PPP3CB,59596,9,0.3323313992945183
cg03773989,PPP3CB,59596,9,0.5542148268740947
cg04534276,PPP3CB,59596,9,0.7201659382861236
cg08413366,PPP3CB,59596,9,0.6789804569228806
cg08805338,PPP3CB,59596,9,0.7003409043191009
cg01360067,PPP3CB,59596,9,0.7331722696100275
cg01749530,PPP3CB,59596,9,0.5723568153608738
cg15916804,PPP3CB,59596,9,0.3489657848639709
cg24037166,PPP3CB,59596,9,0.1115244857863041
cg12789631,USP54,128415,21,0.2848229888104611
cg12054852,USP54,128415,21,0.3259727786822268
cg14733161,USP54,128415,21,0.652218493487947
cg20167264,USP54,128415,21,0.5196934802020658
cg04880412,FUT11,7960,4,0.186950781976696
cg02566518,FUT11,7960,4,0.7360892874817988
cg19270251,FUT11,7960,4,0.6976583210182441
cg25295726,FUT11,7960,4,0.7030227644691267
